,개방서비스명,영업상태명,소재지전체주소,좌표정보(x),좌표정보(y),경도,위도
0,대규모점포,영업/정상,서울특별시 성북구 길음동 508-16,202226.378526398,456194.352420546,127.0231116752908,37.608075724480656
1,대규모점포,영업/정상,서울특별시 구로구 고척동 100-7,187477.579440706,444045.294921843,126.85628691873613,37.49853065673473
2,대규모점포,영업/정상,서울특별시 성북구 길음동 1286-10 길음뉴타운9단지래미안 상가,201912.435615622,455775.861032353,127.0195551492035,37.604305874797625
3,대규모점포,영업/정상,서울특별시 성북구 길음동 1286-10 길음뉴타운9단지래미안 상가,201912.435615622,455775.861032353,127.0195551492035,37.604305874797625
4,대규모점포,영업/정상,서울특별시 영등포구 문래동6가 33,189825.743146319,446574.176568125,126.88280621610564,37.52134477182784
5,대규모점포,영업/정상,서울특별시 마포구 동교동 190번지 1호,193285.549735897,450808.571641119,126.92190473479793,37.55952821306618
6,대규모점포,영업/정상,서울특별시 양천구 목동 966번지 목동에버하임,188502.886822432,449377.63880433,126.86779786826425,37.54658809733543
7,대규모점포,영업/정상,서울특별시 동대문구 장안동 310-8 희헌빌딩,206341.538776724,452530.018811546,127.06968532321156,37.575041795683475
8,대규모점포,영업/정상,서울특별시 송파구 가락동 191-5,211822.100655974,443697.739713172,127.13158495774242,37.495410118187465
9,대규모점포,영업/정상,서울특별시 양천구 신정동 86-1,188565.074701959,446750.881633578,126.86854269089915,37.52292202773395
10,대규모점포,영업/정상,서울특별시 강남구 역삼동 676 센터필드,203599.062771687,444556.062267296,127.0386015657005,37.50321164604461
11,대규모점포,영업/정상,서울특별시 강동구 천호동 410번지 100호,211279.030241561,448548.819716671,127.12551781840396,37.539124805756025
12,대규모점포,영업/정상,서울특별시 동작구 노량진동 16-1 노량진 드림스퀘어 복합빌딩,194571.152376388,445790.549860682,126.93649251864922,37.51432476938597
13,대규모점포,영업/정상,서울특별시 강서구 가양동 54번지 5호,186374.463682775,451431.251130887,126.84367461196783,37.565061734612925
14,대규모점포,영업/정상,서울특별시 강서구 마곡동 759번지 마곡센트럴타워Ⅱ,184507.89151286,451772.49965437,126.82254030253313,37.568106712725175
15,대규모점포,영업/정상,서울특별시 강서구 마곡동 776번지 2호 마곡센트럴대방디엠시티오피스텔,185827.239418328,451790.699502971,126.8374737938264,37.56829201893871
16,대규모점포,영업/정상,서울특별시 강서구 가양동 1458번지 9호 동남빌딩,186080.902016621,451971.178722228,126.84034159600628,37.56992199318873
17,대규모점포,영업/정상,서울특별시 강서구 마곡동 768번지 2호 동익드미라벨복합빌딩,184345.724012817,451171.287709396,126.82071759382382,37.5626871355351
18,대규모점포,영업/정상,서울특별시 도봉구 쌍문동 711번지 금강아미움파크타운,203296.164641727,462113.860476609,127.0352533925011,37.66140604657625
19,대규모점포,영업/정상,서울특별시 강서구 화곡동 370-76,185745.73257287,448140.292711073,126.83662240840492,37.53540106049175
20,대규모점포,영업/정상,서울특별시 성동구 상왕십리동 811 텐즈힐,202113.869605464,451897.581865192,127.02182547137159,37.56936272159315
21,대규모점포,영업/정상,서울특별시 강북구 수유동 54번지 5호 수유시장,201956.180985499,458714.365820521,127.02005814588244,37.630781144743914
22,대규모점포,영업/정상,서울특별시 강북구 수유동 32번지 2호 수유중앙시장,201812.904685238,459775.992830125,127.01843755660106,37.64034645265025
23,대규모점포,영업/정상,서울특별시 강북구 미아동 701번지 3호 동북프라자,201589.777957863,457545.100871485,127.01590485397466,37.62024698894052
24,대규모점포,영업/정상,서울특별시 성북구 돈암동 609번지 1호 스카이프라자상가,200841.726990037,454721.505180141,127.00742864011599,37.594807830058635
25,대규모점포,영업/정상,서울특별시 금천구 독산동 1156번지 금천롯데캐슬골드파크4차,190799.832998673,439885.941303087,126.89390934355701,37.46109415835402
26,대규모점포,영업/정상,서울특별시 강동구 고덕동 217번지 고덕그라시움아파트(상가1동),214299.644266879,450637.954760292,127.15973577832081,37.557905989637824
27,대규모점포,영업/정상,서울특별시 성동구 하왕십리동 1070 센트라스,202372.912023599,451536.680876573,127.02475652676303,37.5661104335459
28,대규모점포,영업/정상,서울특별시 양천구 신정동 1290-4 대우미래사랑5차아파트,186071.979697827,445297.986765501,126.84036772165663,37.50979712275822
29,대규모점포,영업/정상,서울특별시 양천구 신월5동 26번지,184796.999053109,448625.389554748,126.82587820046663,37.5397565166573
30,대규모점포,영업/정상,서울특별시 양천구 목5동 904번지 목동4단지아파트 관리동 105호,188580.483661607,447750.845210817,126.86870137750675,37.531931813294115
31,대규모점포,영업/정상,서울특별시 성북구 길음1동 1285번지 7호,201621.331749529,456272.261670237,127.01625955814022,37.60877889530201
32,대규모점포,영업/정상,서울특별시 성북구 장위동 316번지 3호,204208.631200867,457844.348010616,127.0455704459814,37.62293507459277
33,대규모점포,영업/정상,서울특별시 성북구 정릉3동 1034번지,201548.495615664,455659.81785175,127.01543342445646,37.6032610044917
34,대규모점포,영업/정상,서울특별시 성북구 보문동7가 25번지 1호,201826.002331378,453162.376311852,127.01857003990943,37.5807589525196
35,대규모점포,영업/정상,서울특별시 성북구 길음동 1285번지 두산아파트상가,201592.991324089,456382.966061703,127.01593882493214,37.609776369359636
36,대규모점포,영업/정상,서울특별시 성북구 길음동 25번지 2호,202555.30089577,456503.066230481,127.02683784095623,37.61085634829917
37,대규모점포,영업/정상,서울특별시 성북구 하월곡동 230번지 동일하이빌뉴시티아파트,202667.468802014,455858.920803881,127.02810592321045,37.605052403184345
38,대규모점포,영업/정상,서울특별시 성북구 석관동 338번지 18호,204582.680269555,456210.836257791,127.04979738734107,37.60821568852998
39,대규모점포,영업/정상,서울특별시 성북구 장위동 301호,204162.777672643,457664.961911112,127.04505003695836,37.62131904772549
40,대규모점포,영업/정상,서울특별시 성북구 길음동 20번지 1호,202466.801084521,456227.571720914,127.02583462053673,37.60837442819217
41,대규모점포,영업/정상,서울특별시 성북구 길음동 535번지 8호,201852.588541848,455598.947533777,127.01887697064096,37.60271203283409
42,대규모점포,영업/정상,서울특별시 성북구 길음동 25번지 2호,202555.30089577,456503.066230481,127.02683784095623,37.61085634829917
43,대규모점포,영업/정상,서울특별시 성북구 길음동 25번지 2호,202555.30089577,456503.066230481,127.02683784095623,37.61085634829917
44,대규모점포,영업/정상,서울특별시 성북구 장위동 60번지 1호,205020.608686581,456783.766604012,127.05476090593503,37.61337542942581
45,대규모점포,영업/정상,서울특별시 성북구 종암동 132번지,202887.735294472,455516.204264925,127.03059906534244,37.60196393709111
46,대규모점포,영업/정상,서울특별시 성북구 길음동 25번지 2호 신세계 이마트 미아점,202555.30089577,456503.066230481,127.02683784095623,37.61085634829917
47,대규모점포,영업/정상,서울특별시 성북구 월곡2동 46번지 73호,203502.004139568,455500.568972657,127.03755514654458,37.601820976664996
48,대규모점포,영업/정상,서울특별시 성북구 길음2동 230번지 동일하이빌뉴시티아파트,202667.468802014,455858.920803881,127.02810592321045,37.605052403184345
49,대규모점포,영업/정상,서울특별시 성북구 돈암2동 636번지,201501.474496909,455061.698603977,127.01489976112093,37.597872124786754
50,대규모점포,영업/정상,서울특별시 성북구 길음1동 1284번지 삼성래미안3차아파트,201514.970976778,456137.102062808,127.01505472074308,37.607561305229574
51,대규모점포,영업/정상,서울특별시 성북구 길음1동 1280번지 6호,201517.385329678,456504.561867278,127.01508279285974,37.61087204786419
52,대규모점포,영업/정상,서울특별시 성북구 월곡1동 62번지 1호,203353.798850162,455765.417145198,127.03587802072389,37.604207754544035
53,대규모점포,영업/정상,서울특별시 성북구 동선동1가 1번지 2호,201447.418693099,454477.103343093,127.01428654773156,37.59260509731219
54,대규모점포,영업/정상,서울특별시 서대문구 홍제3동 294번지 6호,194811.756333333,454300.739666667,126.939153100028,37.591002142422035
55,대규모점포,영업/정상,서울특별시 서대문구 남가좌동 290번지 2   호,192503.128282531,452051.272452155,126.91303659871589,37.570718708665204
56,대규모점포,영업/정상,서울특별시 서대문구 창천동 30번지 33호,194265.067639805,450433.691021245,126.9329937361326,37.556157262014786
57,대규모점포,영업/정상,서울특별시 서대문구 신촌동 74번지 12  호,194798.458435966,450837.051726331,126.93902740895078,37.55979470008765
58,대규모점포,영업/정상,서울특별시 서대문구 대현동 145번지,195063.820722531,450597.874088644,126.94203238130515,37.55764121301208
59,대규모점포,영업/정상,서울특별시 서대문구 연희동 131번지 1호,193716.339877929,451653.563671802,126.92677304219525,37.56714455975785
60,대규모점포,영업/정상,서울특별시 서대문구 북가좌동 279번지 11호,192301.135452392,453354.065487403,126.91073633823197,37.58245501046027
61,대규모점포,영업/정상,서울특별시 서대문구 남가좌동 381 DMC센트레빌,192480.02944094,452634.55767379,126.91276909766634,37.57597383961061
62,대규모점포,영업/정상,서울특별시 서대문구 홍제동 294번지 46호 유진상가,194850.361025035,454344.432517428,126.93958989527505,37.59139602755116
63,대규모점포,영업/정상,서울특별시 서대문구 홍제동 469번지 인왕산 한신휴플러스,195281.395461663,453657.534811024,126.94447484353437,37.585209523977
64,대규모점포,영업/정상,서울특별시 서대문구 홍제동 294번지 46호 유진상가,194850.361025035,454344.432517428,126.93958989527505,37.59139602755116
65,대규모점포,영업/정상,서울특별시 종로구 낙원동 288번지 낙원상가,198838.912965902,452214.210961577,126.98475456657394,37.57221697499566
66,대규모점포,영업/정상,서울특별시 종로구 낙원동 288번지 낙원상가,198838.912965902,452214.210961577,126.98475456657394,37.57221697499566
67,대규모점포,영업/정상,서울특별시 마포구 신수동 93번지 102호 신촌숲아이파크,194134.552742402,449869.274982304,126.93152121394708,37.55107110034907
68,대규모점포,영업/정상,서울특별시 강남구 신사동 510-11 강남상가아파트,201757.494098748,446282.45446652,127.017778587931,37.51877159999155
69,대규모점포,영업/정상,서울특별시 송파구 거여동 202-180 송파시그니처롯데캐슬,213149.522764117,443705.473072412,127.14659577465956,37.49546194914043
70,대규모점포,영업/정상,서울특별시 중랑구 신내1동 786번지 동성타워프라자,208520.092335397,456195.877460936,127.09438928121853,37.608053156303015
71,대규모점포,영업/정상,서울특별시 중랑구 중화2동 314번지 1호,206771.217305763,455221.989517331,127.074574006062,37.599293008975415
72,대규모점포,영업/정상,서울특별시 중구 남창동 49번지,197982.996630014,450791.073856769,126.97506982031939,37.55939313636233
73,대규모점포,영업/정상,서울특별시 중구 충무로4가 120번지 3   호,199571.599470393,451124.851387624,126.99304914887345,37.56240265486773
74,대규모점포,영업/정상,서울특별시 중구 신당동 776호,200989.686611204,451762.261508835,127.00910028193479,37.568145315596
75,대규모점포,영업/정상,서울특별시 중구 흥인동 3번지 4호,201390.623455546,451682.924382048,127.01363840840492,37.56743000761679
76,대규모점포,영업/정상,서울특별시 중랑구 중화2동 314번지 1호,206771.217305763,455221.989517331,127.074574006062,37.599293008975415
77,대규모점포,영업/정상,서울특별시 중랑구 면목3.8동 499번지 4호,207708.364765906,453525.741161528,127.08516844447617,37.58400278337197
78,대규모점포,영업/정상,서울특별시 중랑구 망우3동 410번지 1호,208781.999418607,454740.62692431,127.09733810588538,37.59493916940472
79,대규모점포,영업/정상,서울특별시 중랑구 면목7동 650번지 카멜리아 쇼핑센타 1층,207553.170404939,453031.11581883,127.08340635019538,37.57954755711983
80,대규모점포,영업/정상,서울특별시 중랑구 신내2동 645번지,208208.786684767,457054.793655589,127.09087324152529,37.61579463074159
81,대규모점포,영업/정상,서울특별시 중랑구 면목동 168번지 2호,207090.86716546,453072.936040777,127.07817307200784,37.57992799373431
82,대규모점포,영업/정상,서울특별시 중랑구 망우동 506번지 1호,208183.558935157,454911.24852306,127.09056373198862,37.596481912973246
83,대규모점포,영업/정상,서울특별시 중랑구 묵1동 170번지 1호 외 35필지,206777.731391054,456837.219624564,127.07466258151506,37.6138458874861
84,대규모점포,영업/정상,서울특별시 중랑구 상봉1동 500번지,207923.745922676,455090.718335439,127.08762368028492,37.598101159737865
85,대규모점포,영업/정상,서울특별시 중랑구 상봉동 81호,207897.260402153,454953.363448013,127.08732229768496,37.59686384169581
