,개방서비스명,영업상태명,소재지전체주소,좌표정보(x),좌표정보(y),경도,위도
0,제과점영업,영업/정상,"서울특별시 은평구 대조동 179-8 1,2층",193024.86125076,456175.344376761,126.91890275524503,37.6078800761252
1,제과점영업,영업/정상,서울특별시 은평구 갈현동 508-4번지 1층,192127.03421137,456860.460837926,126.90872728228794,37.61404553557924
2,제과점영업,영업/정상,서울특별시 중랑구 중화동 288-27,207015.416112718,455285.800740148,127.0773398874172,37.59986612537899
3,제과점영업,영업/정상,서울특별시 중랑구 신내동 802번지,208657.879148925,455987.655281783,127.09594729938152,37.606175837599295
4,제과점영업,영업/정상,서울특별시 중랑구 망우동 458-1번지,208736.900268573,454786.286739852,127.09682797953154,37.59535098244156
5,제과점영업,영업/정상,서울특별시 중랑구 면목동 611-5,207774.836673489,453110.937458652,127.0859166463883,37.58026490970705
6,제과점영업,영업/정상,서울특별시 중랑구 신내동 645,208208.786684767,457054.793655589,127.09087324152529,37.61579463074159
7,제과점영업,영업/정상,서울특별시 중랑구 망우동 209-27번지,209113.869071049,455385.874614857,127.10110390571437,37.60074953456514
8,제과점영업,영업/정상,서울특별시 중랑구 면목동 1529 경남아너스빌 109동 101호,207036.902533748,452580.012274859,127.07755745409888,37.57548722979976
9,제과점영업,영업/정상,서울특별시 중랑구 중화동 303-1,206919.109075157,455450.74541337,127.07625085446305,37.60135297020296
10,제과점영업,영업/정상,서울특별시 중랑구 면목동 634-19번지,207678.490243552,453133.923098525,127.08482614854042,37.58047280841013
11,제과점영업,영업/정상,서울특별시 중랑구 면목동 379-1번지,207442.360087912,452517.896471138,127.08214671567177,37.57492441712612
12,제과점영업,영업/정상,서울특별시 중랑구 면목동 114-1번지,207736.601877737,453805.758407272,127.08549106369333,37.586525460937814
13,제과점영업,영업/정상,서울특별시 중랑구 면목동 184-52번지,206761.24003808,454386.740893815,127.07445338893258,37.59176763101913
14,제과점영업,영업/정상,서울특별시 중랑구 묵동 175-7번지,206788.864647983,456673.982652025,127.07478717788752,37.61237507274863
15,제과점영업,영업/정상,서울특별시 중랑구 면목동 102-19,207683.612315241,454043.697148196,127.08489359324025,37.58866969154069
16,제과점영업,영업/정상,서울특별시 성북구 장위동 68-88,204435.243480513,456550.568119435,127.0481296603509,37.61127732204151
17,제과점영업,영업/정상,서울특별시 중랑구 면목동 101-6번지,207765.484252738,454120.782767584,127.08582137863539,37.5893635396204
18,제과점영업,영업/정상,서울특별시 중랑구 면목동 413-3번지,207757.111158722,453557.753875794,127.0857206652866,37.584290807196666
19,제과점영업,영업/정상,서울특별시 중랑구 면목동 168-2 홈플러스,207090.86716546,453072.936040777,127.07817307200784,37.57992799373431
20,제과점영업,영업/정상,서울특별시 중랑구 망우동 464-49번지,208672.533810674,454933.875255307,127.09610087529893,37.59668133354434
21,제과점영업,영업/정상,서울특별시 성북구 종암동 16-20,203006.186909033,455169.233481589,127.03193905139933,37.5988374177589
22,제과점영업,영업/정상,서울특별시 성북구 석관동 350-1번지,204988.106542092,456442.770982828,127.05439049251389,37.610303297674974
23,제과점영업,영업/정상,서울특별시 용산구 용산동2가 1-3 N서울타워 본관5층,198747.833884659,449370.243999548,126.98372867422859,37.54659300300103
24,제과점영업,영업/정상,서울특별시 송파구 문정동 618번지 파크하비오,210868.397496689,442053.227933005,127.120776211014,37.48060473499756
25,제과점영업,영업/정상,서울특별시 양천구 목동 929번지 한신청구아파트,189471.306217651,448806.969143828,126.87876461514797,37.54145805315615
26,제과점영업,영업/정상,서울특별시 중구 을지로1가 87번지 부영 을지빌딩 지하1층,198256.131665999,451576.096658087,126.9781591838952,37.56646668192321
27,제과점영업,영업/정상,서울특별시 금천구 독산동 1155 금천롯데캐슬골드파크3차,190838.324818618,439761.362000391,126.89434597482526,37.459972079414996
28,제과점영업,영업/정상,서울특별시 송파구 가락동 8번지 가락스타클래스,211082.205235743,444525.412046546,127.12323049879372,37.502876538967456
29,제과점영업,영업/정상,서울특별시 중랑구 묵동 240-174번지 홍주빌딩,206562.028696525,456595.879311029,127.07221737348475,37.61167300651429
30,제과점영업,영업/정상,서울특별시 강동구 고덕동 645-3번지,213385.376452046,450754.186665208,127.14939059372782,37.55896688834951
31,제과점영업,영업/정상,서울특별시 서초구 우면동 730번지 서초네이처힐5단지 상가동 103호,202126.872592762,440039.132834615,127.02193939855067,37.46251851265614
32,제과점영업,영업/정상,서울특별시 광진구 자양동 227-342 롯데백화점,206217.434726027,448506.218743834,127.06824670604945,37.538788622405434
33,제과점영업,영업/정상,서울특별시 은평구 역촌동 84-6 1층 101호,192425.529318098,455397.021747782,126.91212333957489,37.60086275172814
34,제과점영업,영업/정상,서울특별시 송파구 송파동 150-2번지,210252.90673883,444914.307440685,127.11385711440877,37.506389991767584
35,제과점영업,영업/정상,서울특별시 구로구 신도림동 460-26 2호선 신도림역,190302.580042588,445174.416440663,126.88821880765526,37.50873817265096
36,제과점영업,영업/정상,서울특별시 관악구 남현동 1061-18번지 르메이에르강남타운2,198284.078546351,441368.909286824,126.97850022794724,37.47450043234341
37,제과점영업,영업/정상,서울특별시 관악구 신림동 498-31,192456.960545762,442885.753942638,126.91260887837504,37.488137630623996
38,제과점영업,영업/정상,"서울특별시 영등포구 당산동5가 33-1번지 당산역 한강포스빌 103,1호",191025.411208067,448084.396254976,126.89635837269581,37.534964272257234
39,제과점영업,영업/정상,서울특별시 성동구 하왕십리동 1070번지 센트라스 E동 104호,202372.912023599,451536.680876573,127.02475652676303,37.5661104335459
40,제과점영업,영업/정상,서울특별시 강남구 역삼동 761-18번지 강남프라자,204056.199691995,443750.88453048,127.04376712076889,37.49595514374071
41,제과점영업,영업/정상,서울특별시 종로구 연건동 28-21 서울대학교병원,199824.095974723,452984.360451452,126.99590636928569,37.57915670652751
42,제과점영업,영업/정상,서울특별시 서대문구 연희동 192-4번지 지하1층,193570.025686036,451566.343757579,126.92511768355264,37.56635769950122
43,제과점영업,영업/정상,서울특별시 마포구 창전동 442번지 서강한화오벨리스크,193905.437192262,449372.496499689,126.92893257832979,37.546593671154156
44,제과점영업,영업/정상,서울특별시 노원구 월계동 333-1 월계트레이더스 1층,205391.070378059,458333.989216339,127.0589680448907,37.627340551277605
45,제과점영업,영업/정상,서울특별시 마포구 상암동 1618번지 휴먼시아,190834.814627745,452520.411655197,126.89414615664235,37.57493038646348
46,제과점영업,영업/정상,서울특별시 송파구 잠실동 196번지 올림피아,206932.357872339,445301.060651942,127.07630591273531,37.50990528805934
47,제과점영업,영업/정상,서울특별시 은평구 진관동 55 지하2층 B2AM05호,192525.587513982,459028.508907601,126.91321899352215,37.633582539104445
48,제과점영업,영업/정상,서울특별시 강서구 마곡동 760-2 마곡나루역캐슬파크 120호,184687.894682539,451746.931471859,126.8245783133219,37.56787936864638
49,제과점영업,영업/정상,서울특별시 서초구 잠원동 73번지 잠원상가 3층 314호,200126.805375737,445334.308692995,126.99933264175007,37.51023038997537
50,제과점영업,영업/정상,"서울특별시 서대문구 창천동 29-81 신촌르메이에르타운5 103-2,103-3호",194474.81938437,450422.374151297,126.93536765488322,37.55605659382556
51,제과점영업,영업/정상,서울특별시 용산구 한강로3가 55,196810.557444829,447033.490776628,126.96181699100585,37.52553421894216
52,제과점영업,영업/정상,서울특별시 용산구 동자동 43-205 한국철도공사,197373.839856311,450014.537949042,126.96817832893066,37.55239504842309
53,제과점영업,영업/정상,서울특별시 강서구 마곡동 777-5번지 (지상 2층) 214호,185771.928366985,451647.384216664,126.83685051271898,37.56699991389252
